Smiles,IC50_nM,pIC50
C=CC(=O)NCCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,321.0,6.493494967595128
C=CC(=O)NCCCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,200.0,6.698970004336019
C=CC(=O)NCCCn1c(NC(=O)c2cccc(C(F)(F)F)c2)nc2cc(C)ccc21,287.5,6.541362150974351
C=CC(=O)NCCSc1nc(-c2ccc(F)c(C(F)(F)F)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,646.0,6.189767482004916
C=CC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,38.0,7.42021640338319
C=CC(=O)NCCSc1nc(-c2ccccc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,29.0,7.537602002101044
C=CC(=O)NCCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,2200.0,5.657577319177793
C=CC(=O)NCc1cccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)ccnc3[nH]2)c1,683.0,6.165579296318468
C=CC(=O)NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,263.0,6.580044251510242
C=CC(=O)NCc1cccc(-c2nc(C3CC3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,11300.0,4.94692155651658
C=CC(=O)NCc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,89.0,7.050609993355087
C=CC(=O)NCc1cn(Cc2cccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)c2)nn1,597.0,6.224025668870631
C=CC(=O)N[C@@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,163.7,6.785951320588058
C=CC(=O)N[C@@H]1CCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,234.5,6.629857152948897
C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,36.6,7.436518914605589
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3C)c3ncn(C(C)C)c3n2)C[C@H]1F,3082.0,5.5111673656176
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F,7.0,8.154901959985743
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,675.0,6.170696227168975
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)(C)C)c3n2)C[C@H]1F,17.0,7.769551078621726
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,5.0,8.301029995663981
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,12.0,7.920818753952375
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(CC)c3n2)C[C@H]1F,8.0,8.096910013008056
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C4CCN(C)C4)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,6.0,8.221848749616356
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(CC)nc3OC)c3ncn(C)c3n2)C[C@H]1F,6.0,8.221848749616356
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@H]1F,7.0,8.154901959985743
C=CC(=O)N[C@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,361.1,6.442372511573174
C=CC(=O)N[C@H]1CCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,22.7,7.6439741428068775
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,19.0,7.721246399047171
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(CCO)c3n2)C1,387.0,6.412289034981089
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,155.75,6.807571944668792
C=CC(=O)N[C@H]1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1,52.0,7.2839966563652006
C=CC(=O)N[C@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@@H]1F,713.0,6.146910470148134
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC(C)C)c23)ccc1N(C)CCN(C)C,15.0,7.823908740944319
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC)c23)ccc1N(C)CCN(C)C,166.0,6.779891911959945
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CC4)c23)ccc1N(C)CCN(C)C,14.0,7.853871964321762
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N(C)CCN(C)C,7.0,8.154901959985743
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N1CCN(C)CC1,61.0,7.214670164989233
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N1CCOCC1,8.0,8.096910013008056
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1OC1CCN(C)CC1,43.0,7.366531544420414
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1OCCN(C)C,26.0,7.585026652029182
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NCC)c23)ccc1N(C)CCN(C)C,142.0,6.847711655616944
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NCCO)c23)ccc1N(C)CCN(C)C,63.0,7.200659450546418
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H]4CCC[C@@H]4O)c23)ccc1N(C)CCN(C)C,7.0,8.154901959985743
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H]4CCC[C@H]4O)c23)ccc1N(C)CCN(C)C,15.0,7.823908740944319
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H]4C[C@@H](O)C4)c23)ccc1N(C)CCN(C)C,10.0,8.0
C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H]4C[C@H](O)C4)c23)ccc1N(C)CCN(C)C,9.0,8.045757490560675
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)ccc1OCCN(C)C,404.5,6.393081474051709
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)ccc1OCCO,6.0,8.221848749616356
C=CC(=O)Nc1cc(-c2ccccc2)ccn1,32000.0,4.494850021680094
C=CC(=O)Nc1cc(-c2cn(C)c3ccccc23)ccn1,9000.0,5.045757490560675
C=CC(=O)Nc1cc(-c2cn(C)c3ccccc23)ncn1,251.0,6.600326278518962
C=CC(=O)Nc1cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CC(C)N(C)C(C)C5)cc4OC)nc32)cc(C(F)(F)F)c1,3.3,8.481486060122112
C=CC(=O)Nc1cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)C(C)C5)cc4OC)nc32)cc(C(F)(F)F)c1,1.6,8.795880017344075
C=CC(=O)Nc1cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)cc(C(C)(C)C)c1,17.7,7.752026733638194
C=CC(=O)Nc1cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)cc(C(F)(F)F)c1,2.0,8.698970004336019
C=CC(=O)Nc1cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)ccc1C,2.3,8.638272163982407
C=CC(=O)Nc1cc(Br)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,1.8,8.744727494896694
C=CC(=O)Nc1cc(C(C)C)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,2.4,8.619788758288394
C=CC(=O)Nc1cc(C)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,1.8,8.744727494896694
C=CC(=O)Nc1cc(CC)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,3.4,8.468521082957745
C=CC(=O)Nc1cc(Cl)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.6,9.221848749616356
C=CC(=O)Nc1cc(F)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.8,9.096910013008056
C=CC(=O)Nc1cc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(N2CCN(C)CC2)c1,11.0,7.958607314841775
C=CC(=O)Nc1cc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(N2CCOCC2)c1,53.0,7.275724130399211
C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(C)n2)c(OC)cc1N(C)CCN(C)C,60.6,7.217527375833714
C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(OC)n2)c(OC)cc1N(C)CCN(C)C,10.9,7.962573502059376
C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)ncn2)c(OC)cc1N(C)CCN(C)C,1.6,8.795880017344075
C=CC(=O)Nc1cc(Nc2cc(-c3cn4c5c(cccc35)CCC4)nc(OC)n2)c(OC)cc1N(C)CCN(C)C,22.0,7.657577319177793
C=CC(=O)Nc1cc(Nc2cc(-c3cn4c5c(cccc35)CCC4)ncn2)c(OC)cc1N(C)CCN(C)C,2.6,8.585026652029182
C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c(OC)cc1N(C)CCN(C)C,43.1,7.3655227298392685
C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c(OC)cc1N1CCC(N2CCOCC2)CC1,111.6,6.95233580539844
C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c(OC)cc1N1CCCN(C)CC1,155.7,6.80771138743188
C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)ccc1N(C)CCN(C)C,212.7,6.672232510097271
C=CC(=O)Nc1cc(Nc2cc[nH]n2)nc(-c2ccccc2)n1,300.0,6.522878745280337
C=CC(=O)Nc1cc(Nc2ccnc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,15.0,7.823908740944319
C=CC(=O)Nc1cc(Nc2cncc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,15.0,7.823908740944319
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccc(F)cc4)ccc23)c(OC)cc1N(C)CCN(C)C,10.0,8.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccc(N(C)C)cc4)ccc23)c(OC)cc1N(C)CCN(C)C,72.0,7.142667503568731
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccc5ccccc5c4)ccc23)c(OC)cc1N(C)CCN(C)C,85.0,7.070581074285707
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(C(F)(F)F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,38.0,7.42021640338319
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,5.0,8.301029995663981
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(N(C)C)c4)ccc23)c(OC)cc1N(C)CCN(C)C,22.0,7.657577319177793
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,4.3,8.366531544420413
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccnc4)ccc23)c(OC)cc1N(C)CCN(C)C,15.0,7.823908740944319
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C,5.0,8.301029995663981
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,4.8,8.318758762624412
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cncc5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,6.0,8.221848749616356
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,1.1,8.958607314841775
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4cccc5ccccc45)cc23)c(OC)cc1N(C)CCN(C)C,2.7,8.568636235841012
C=CC(=O)Nc1cc(Nc2n[nH]c3ccccc23)c(OC)cc1N(C)CCN(C)C,462.0,6.335358024443874
C=CC(=O)Nc1cc(Nc2n[nH]c3ccccc23)ccc1N(C)CCN(C)C,2626.0,5.58070527824654
C=CC(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C,591.0,6.228412519118745
C=CC(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,93.0,7.031517051446065
C=CC(=O)Nc1cc(Nc2nc(OC)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,13.0,7.886056647693163
C=CC(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccccc45)n2)CSCC3)c(OC)cc1N(C)CCN(C)C,35.0,7.455931955649724
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3)CCC4)n2)c(OC)cc1N1CCN(C)CC1,3.2,8.494850021680094
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3)CCC4)n2)ccc1N(C)CCN(C)C,0.6,9.221848749616356
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3)CCC4)n2)ccc1N1CCN(C)CC1,27.7,7.557520230935552
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4cc[nH]c4c3)n2)ccc1N(C)CCN(C)C,200.0,6.698970004336019
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4cc[nH]c4c3)n2)ccc1N1CCN(C)CC1,16.4,7.785156151952302
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4ccn(C)c4c3)n2)c(OC)cc1N1CCN(C)CC1,4.1,8.387216143280265
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4ccn(C)c4c3)n2)ccc1N1CCN(C)CC1,27.8,7.555955204081924
C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,462.5,6.334888262924949
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,364.0,6.438898616350944
C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,12.08,7.917933065714887
C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.17,9.769551078621726
C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,1000.0,6.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,200.0,6.698970004336019
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,5.6,8.2518119729938
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,2000.0,5.698970004336019
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,600.0,6.221848749616356
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,4000.0,5.3979400086720375
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)CN(C)C)CC1,16000.0,4.795880017344075
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)CNC)CC1,66000.0,4.180456064458132
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@@H]2CCCCN2)CC1,31000.0,4.508638306165727
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H](C)N)CC1,19000.0,4.721246399047171
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H](C)O)CC1,75000.0,4.1249387366083
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H]2CCCCN2)CC1,57000.0,4.2441251443275085
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,19.0,7.721246399047171
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC[C@@H](N(C)C)C1,2000.0,5.698970004336019
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,12.0,7.920818753952375
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,4.0,8.397940008672037
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N1CCCN(C)CC1,3.6,8.443697499232712
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,4.0,8.397940008672037
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)NC3CC3)n2)c(OC)cc1N(C)CCN(C)C,1.08,8.96657624451305
C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,5.0,8.301029995663981
C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,2.0,8.698970004336019
C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,3.0,8.522878745280337
C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,8.0,8.096910013008056
C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,33.0,7.481486060122112
C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,5.0,8.301029995663981
C=CC(=O)Nc1cc(Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)c(OC)cc1N(C)CCN(C)C,5.1,8.292429823902063
C=CC(=O)Nc1cc(Nc2ncc3nc(Nc4ccccc4)n(C)c3n2)c(OC)cc1N(C)CCN(C)C,2.696,8.569280112136719
C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(C(C)C)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,4.2,8.3767507096021
C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(Cl)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,3.9,8.4089353929735
C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(F)c(Br)c4)c3n2)c(OC)cc1N(C)CCN(C)C,2.3,8.638272163982407
C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(F)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,3.2,8.494850021680094
C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(I)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,3.5,8.455931955649724
C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,2000.0,5.698970004336019
C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,65.5,7.183758700008217
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C(C)=O)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,2.09,8.679853713888946
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C,6.0,8.221848749616356
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],17.8,7.7495799976911055
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C,2.4850000000000003,8.60467360693065
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],10.2,7.991399828238082
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCCl,122.0,6.913640169325252
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,7.6,8.119186407719209
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC,45000.0,4.346787486224656
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCO,101.0,6.995678626217357
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCSC,215.0,6.667561540084394
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],6.4,8.193820026016112
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[S+](C)[O-],105.0,6.978810700930062
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCS(=O)(=O)CC1,38.0,7.42021640338319
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCSCC1,64.0,7.1938200260161125
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CC[S+]([O-])CC1,75.0,7.1249387366083
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1S(=O)(=O)CCN(C)C,195.0,6.709965388637482
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1SCCN(C)C,11.0,7.958607314841775
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C,5.0,8.301029995663981
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,177.0,6.752026733638193
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1N(C)CCN(C)C,2100.0,5.6777807052660805
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1N(C)CCNC,6600.0,5.180456064458131
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1NCCN(C)C,15000.0,4.823908740944319
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.18,9.744727494896694
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C,0.26,9.585026652029182
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.95,9.022276394711152
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1F,2.2,8.657577319177793
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CCO)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.86,9.065501548756432
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,31.0,7.508638306165727
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(CC)CC)c12,42.0,7.376750709602099
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)N(C)C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.2,9.698970004336019
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CC(=O)N(C)C,278.2,6.555642874343972
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,2.6,8.585026652029182
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C(C)=O,188.2,6.725380380908762
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCO,34.8,7.458420756053419
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CC(CCN(C)C)C1,11.8,7.928117992693874
C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CC(CN(C)C)C1,6.7,8.173925197299173
